[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	203	100.0	27587	100.0	2.218510249158268	100.0
[TMP]	6	2.955665024630542	1017	3.686519012578388	0.06991148285063295	3.151280589177277
[SPT]	0	0.0	0	0.0	0	0.0
[SOC]	11	5.41871921182266	570	2.0661905970203356	0.08308587917422373	3.745120366504848
[QTY]	3	1.477832512315271	121	0.43861238989379053	0.030640453100204468	1.3811274079905584
[PER]	2	0.9852216748768473	72	0.2609924964657266	0.014414596177327137	0.649742149390395
[MIND]	8	3.9408866995073892	1291	4.679740457461848	0.08522364596184813	3.8414808313003332
[FEEL]	9	4.433497536945813	3404	12.339145249574075	0.15183594161129527	6.844049589985163
[BODY]	20	9.852216748768473	5128	18.58846558161453	0.26872407487535205	12.112816471202219
[BEHA]	74	36.45320197044335	10155	36.81081668902019	0.8914167868459625	40.180873051372096
[???]	70	34.48275862068966	5829	21.129517526371117	0.6232573885614223	28.093509543077133
