[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	117	100.0	20320	100.0	1.4218041686342637	100.00000000000001
[TMP]	6	5.128205128205129	1488	7.322834645669292	0.1445234521011275	10.164793105083646
[SPT]	1	0.8547008547008547	52	0.2559055118110236	0.006228204417441573	0.4380493850587154
[SOC]	10	8.547008547008547	573	2.8198818897637796	0.07346387383184351	5.166947421627719
[QTY]	0	0.0	0	0.0	0	0.0
[PER]	7	5.982905982905983	1657	8.154527559055119	0.09145390380825297	6.432243330394821
[MIND]	3	2.5641025641025643	125	0.6151574803149606	0.017883410739401976	1.2577970394178946
[FEEL]	1	0.8547008547008547	56	0.2755905511811024	0.005577109957812354	0.39225584513298584
[BODY]	11	9.401709401709402	4034	19.85236220472441	0.1758575099061411	12.368616845107704
[BEHA]	27	23.076923076923077	8728	42.95275590551181	0.49633481890863024	34.9088031852792
[???]	51	43.58974358974359	3607	17.750984251968504	0.4104818849636123	28.870493842897307
