[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	227	100.0	28953	100.0	2.3299917141221393	100.0
[TMP]	6	2.643171806167401	925	3.194833005215349	0.05159822161982043	2.214523824573379
[SPT]	0	0.0	0	0.0	0	0.0
[SOC]	12	5.286343612334802	1025	3.5402203571305217	0.09062078619785043	3.8893179597418963
[QTY]	3	1.3215859030837005	217	0.7494905536559251	0.05323499865416024	2.284772015775917
[PER]	3	1.3215859030837005	52	0.17960142299588988	0.015309281239751726	0.6570530335778355
[MIND]	7	3.0837004405286343	1927	6.655614271405381	0.10141421951989514	4.35255708873216
[FEEL]	9	3.9647577092511015	3456	11.936586882188374	0.12207013677178823	5.239080295089378
[BODY]	17	7.488986784140969	3707	12.803509135495458	0.24304393898522078	10.431107437512557
[BEHA]	77	33.92070484581498	10783	37.24311815701309	0.8564904268813878	36.75937651152051
[???]	93	40.969162995594715	6861	23.69702621490001	0.7962097042522651	34.172211833476396
