[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	178	100.0	18642	100.0	2.3138647911751424	100.0
[TMP]	7	3.932584269662921	1570	8.421843149876622	0.14740653193633382	6.370576729397852
[SPT]	0	0.0	0	0.0	0	0.0
[SOC]	18	10.112359550561798	1936	10.38515180774595	0.18533324053144531	8.009683246760504
[QTY]	3	1.6853932584269662	337	1.8077459500053643	0.05711615150077985	2.468430814048226
[PER]	4	2.247191011235955	156	0.8368200836820083	0.028823111688585153	1.2456696604967465
[MIND]	8	4.49438202247191	734	3.9373457783499624	0.09987951577382369	4.31656664446231
[FEEL]	7	3.932584269662921	1004	5.385688230876515	0.1117466122469385	4.829435698798362
[BODY]	14	7.865168539325842	1370	7.348996888745843	0.18843103478680795	8.143562904170796
[BEHA]	47	26.40449438202247	6877	36.88981868898187	0.7211953367885472	31.16843039140043
[???]	70	39.325842696629216	4658	24.986589421735864	0.7739332559218808	33.44764391046476
