[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	146	100.0	17114	100.0	1.4062894885598896	100.00000000000001
[TMP]	6	4.109589041095891	589	3.4416267383428774	0.0531395783879891	3.778708354167297
[SPT]	1	0.684931506849315	12	0.07011803202056796	0.005032734712585807	0.35787330798721806
[SOC]	5	3.4246575342465753	119	0.6953371508706322	0.02325680002104491	1.6537704512646987
[QTY]	1	0.684931506849315	14	0.08180437069066261	0.007013238733634353	0.4987051948184764
[PER]	3	2.0547945205479454	150	0.8764754002570995	0.019178527019297082	1.3637680701813997
[MIND]	3	2.0547945205479454	122	0.7128666588757743	0.020831259607803077	1.481292420747262
[FEEL]	3	2.0547945205479454	306	1.7880098165244829	0.02385587911380248	1.6963704349544766
[BODY]	13	8.904109589041095	4944	28.888629192474	0.2628911577305211	18.69395738709067
[BEHA]	41	28.08219178082192	5314	31.05060184644151	0.48711848167355065	34.63856379758511
[???]	70	47.945205479452056	5544	32.3945307935024	0.5039718315596609	35.83699058120338
