[CAT]	Count	PRC_Count	Points	PRC_points	Score	PRC_score
[_TOTAL]	43	100.0	1318	100.0	0.47614664622501185	100.0
[TMP]	3	6.976744186046512	16	1.2139605462822458	0.009853368702655038	2.0693979009984766
[SPT]	0	0.0	0	0.0	0	0.0
[SOC]	1	2.3255813953488373	5	0.37936267071320184	0.004096411168575287	0.860325532281383
[QTY]	0	0.0	0	0.0	0	0.0
[PER]	1	2.3255813953488373	17	1.289833080424886	0.005280708894133568	1.109050948064028
[MIND]	0	0.0	0	0.0	0	0.0
[FEEL]	3	6.976744186046512	81	6.145675265553869	0.015631797801082332	3.2829797132909424
[BODY]	6	13.953488372093023	292	22.154779969650985	0.039215725743108325	8.236060477169929
[BEHA]	10	23.25581395348837	467	35.43247344461305	0.058151496166274665	12.21293830951276
[???]	19	44.18604651162791	440	33.38391502276176	0.3439171377491827	72.2292471186825
